ID,Title,SortTitle,Filed As,CallNum,IsPartOf,Related,issn,eissn,country,provState,cityTown,location,holdingCoverage,contentStart,contentEnd,gaps,pubDate,pubHistoryImage,notesTitle,frequency,localNotes,Column,Column2,First Issue Verbatim Date,First Issue Start Date,First Issue End Date,Last Issue Verbatim Date,Last Issue Start Date,Last Issue End Date
794,Cumberland Gazette,Cumberland Gazette,"Early American Newspapers, box 16",,794,N,,,US,ME,Portland,HIL-MICP,"Apr 7, 1786 - 1791",1786-04-07,1791-01-01,N,"Apr 7, 1786 - Dec 26, 1791",N,,Weekly,,,,"Apr 7, 1786 ",07/04/1786,,"Dec 26, 1791",26/12/1791,
795,Eastern Argus,Eastern Argus,Eastern Argus ,,795,N,,,US,ME,Portland,HIL-MIC,1803 - 1820 ,1803-01-01,1820-01-01,N,"Sept 8, 1803 - Oct 23, 1863",N,,Weekly; Semi-weekly during meetings of the Maine Constitutional Convention and during legislative sessions,,,,"Sept 8, 1803 ",08/09/1803,,"Oct 23, 1863",23/10/1863,
796,Falmouth Gazette and Weekly Advertiser,Falmouth Gazette and Weekly Advertiser,"Early American Newspapers, box 16",,794,N,,,US,ME,Portland,HIL-MICP,"1785 - Mar 30, 1786",1785-01-01,1786-03-30,N,"Jan 1, 1785 - Mar 30, 1786",N,,Weekly,,,,"Jan 1, 1785 ",01/01/1785,,"Mar 30, 1786",30/03/1786,
797,Maryland Gazette (1745),Maryland Gazette (1745),Maryland Gazette,,793,N,,,US,MD,Annapolis,HIL-MIC,"Jan 17, 1745 - Jan 21, 1813",1745-01-17,1813-01-21,N,"Jan 17, 1745 - Jan 21, 1813",N,,Weekly,,,,"Jan 17, 1745 ",17/01/1745,,"Jan 21, 1813",21/01/1813,
798,Maryland Gazette and Political Intelligencer,Maryland Gazette and Political Intelligencer,Maryland Gazette,,793,N,,,US,MD,Annapolis,HIL-MIC,"Jan 28, 1813 - Dec 25, 1823  ",1813-01-28,1823-12-25,N,"Jan 28, 1813 - Dec 25, 1823  ",N,,Weekly,,,,"Jan 28, 1813 ",28/01/1813,,"Dec 25, 1823",25/12/1823,
799,Maryland Gazette and State Register,Maryland Gazette and State Register,Maryland Gazette,,793,N,,,US,MD,Annapolis,HIL-MIC,"Jan 1, 1824 - Dec 28, 1826",1824-01-01,1826-12-28,N,"Jan 1, 1824 - Dec 28, 1826",N,,Weekly,,,,"Jan 1, 1824 ",01/01/1824,,"Dec 28, 1826",28/12/1826,
800,Boston Chronicle,Boston Chronicle,"Early American Newspapers, box 1",,800,N,,,US,MA,Boston,HIL-MICP,"Oct 22, 1767 - June 25, 1770 ",1767-10-22,1770-06-25,N,"Dec 21, 1767 - June 25, 1770",N,,"Weekly Dec 21, 1767 - Jan 2, 1769; Semi-weekly Jan 9,1769 - June 25, 1770",,,,"Dec 21, 1767 ",21/12/1767,,"June 25, 1770",25/06/1770,
801,The Boston Evening-Post,Boston Evening-Post,"Early American Newspapers, box 2",,801,N,,,US,MA,Boston,HIL-MICP,"Aug 18, 1735 - Apr 24, 1775",1735-08-18,1775-04-24,N,"Aug 18, 1735 - Apr 24, 1775",N,,Weekly,,,,"Aug 18, 1735 ",18/08/1735,,"Apr 24, 1775",24/04/1775,
802,Boston News-letter (1757),Boston News-letter (1757),"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Aug 25, 1757 - Mar 18, 1762 ",1757-08-25,1762-03-18,N,"Aug 25, 1757 - Mar 18, 1762 ",N,,Weekly,,,,"Aug 25, 1757 ",25/08/1757,,"Mar 18, 1762",18/03/1762,
803,Boston News-letter (1704),Boston News-letter (1704),"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Apr 17, 1704 - Dec 29, 1726 ",1704-04-17,1726-12-29,N,"Apr 17, 1704 - Dec 29, 1726 ",N,,Weekly,,,,"Apr 17, 1704 ",17/04/1704,,"Dec 29, 1726",29/12/1726,
804,Boston News-letter and the New England Chronicle,Boston News-letter and the New England Chronicle,"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Mar 25, 1762 - Mar 31, 1763",1762-03-25,1763-03-31,N,"Mar 25, 1762 - Mar 31, 1763",N,,Weekly,,,,"Mar 25, 1762 ",25/03/1762,,"Mar 31, 1763",31/03/1763,
805,The Boston Post-boy & Advertiser,Boston Post-boy & Advertiser,"Early American Newspapers, box 5",,820,N,,,US,MA,Boston,HIL-MICP,"May 30, 1763 - Sept 25, 1769",1763-05-30,1769-09-25,N,"May 30, 1763 - Sept 25, 1769",N,,Weekly,"Issued with odd numbers of the Massachusetts Gazette (Boston, Massachusetts : 1768), May 23, 1768-1769; issued on its own until May 1768.",,,"May 30, 1763 ",30/05/1763,,"Sept 25, 1769",25/09/1769,
806,The Boston Post-boy,Boston Post-boy,"Early American Newspapers, box 5",,820,N,,,US,MA,Boston,HIL-MICP,"June 11, 1750 - Dec 23, 1754",1750-06-11,1754-12-23,N,"June 11, 1750 - Dec 23, 1754",N,,Weekly,"Publication suspended Dec. 23, 1754 - Aug. 22, 1757.",,,"June 11, 1750 ",11/06/1750,,"Dec 23, 1754",23/12/1754,
807,Boston Weekly Advertiser,Boston Weekly Advertiser,"Early American Newspapers, box 5",,820,N,,,US,MA,Boston,HIL-MICP,"Aug 22, 1757 - Dec 25, 1758",1757-08-22,1758-12-25,N,"Aug 22, 1757 - Dec 25, 1758",N,,Weekly,"Publication suspended Dec. 23, 1754 - Aug. 22, 1757.",,,"Aug 22, 1757 ",22/08/1757,,"Dec 25, 1758",25/12/1758,
808,Boston Weekly News-letter (1730),Boston Weekly News-letter (1730),"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Oct 29, 1730 - Aug 25, 1757 ",1730-10-29,1757-08-25,N,"Oct 29, 1730 - Aug 25, 1757 ",N,,Weekly,,,,"Oct 29, 1730 ",29/10/1730,,"Aug 25, 1757",25/08/1757,
809,Boston Weekly Post-boy,Boston Weekly Post-boy,"Early American Newspapers, box 5",,820,N,,,US,MA,Boston,HIL-MICP,"Aug 21, 1735 - June 1750",1735-08-21,1750-06-01,N,"Aug 21, 1735 - June 1750",N,,Weekly,,,,"Aug 21, 1735 ",21/08/1735,,June 1750,,30/06/1750
810,Censor,Censor,"Early American Newspapers, box 1",,810,N,,,US,MA,Boston,HIL-MICP,"Nov 21, 1771 - May 2, 1772 ",1771-11-21,1772-05-02,N,"Nov 1771 - May 2, 1772",N,,Weekly,,,,Nov 1771 ,01/11/1771,30/11/1771,"May 2, 1772",02/05/1772,
811,Christian Science Monitor,Christian Science Monitor,Christian Science Monitor ,,811,N,0882-7729,,US,MA,Boston,HIL-MIC,"Nov 25, 1908 - Dec 1986; Jan 1992 - Dec 1998 ",1908-11-25,1998-12-01,Y,1908 - Current ,N,,Daily,,,,1908,01/01/1908,31/12/1908,Present,,
812,"Continental Journal, and Weekly Advertiser","Continental Journal, and Weekly Advertiser","Early American Newspapers, box 7",,812,N,,,US,MA,Boston,HIL-MICP,"May, 30, 1776 - June 21, 1787 ",1776-05-30,1787-06-21,N,"May, 30, 1776 - June 21, 1787 ",N,,Weekly,,,,"May, 30, 1776 ",30/05/1776,,"June 21, 1787",21/06/1787,
813,Green & Russell's Boston Post-boy and Advertiser,Green & Russell's Boston Post-boy and Advertiser,"Early American Newspapers, box 5",,820,N,,,US,MA,Boston,HIL-MICP,"Jan 1, 1759 - May 23, 1763",1759-01-01,1763-05-23,N,"Jan 1, 1759 - May 23, 1763",N,,Weekly,,,,"Jan 1, 1759 ",01/01/1759,,"May 23, 1763",23/05/1763,
814,Haswell's Massachusetts Spy or American Oracle of Liberty,Haswell's Massachusetts Spy or American Oracle of Liberty,"Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"Aug 14, 1777 - June 18, 1778",1777-08-14,1778-06-18,N,"Aug 14, 1777 - June 18, 1778",N,,Weekly,,,,"Aug 14, 1777 ",14/08/1777,,"June 18, 1778",18/06/1778,
815,Independent Ledger and American Advertiser,Independent Ledger and American Advertiser,"Early American Newspapers, box 11",,815,N,,,US,MA,Boston,HIL-MICP,"June 15, 1778 - Oct 16, 1786 ",1778-06-15,1786-10-16,N,"June 15, 1778 - Oct 16, 1786 ",N,,Weekly,,,,"June 15, 1778 ",15/06/1778,,"Oct 16, 1786",16/10/1786,
816,Liberator,Liberator,Liberator ,,816,N,,,US,MA,Boston,HIL-MIC,"Jan 1, 1831 - Dec 29, 1865 ",1831-01-01,1865-12-29,N,"Jan 1, 1831 - Dec 29, 1865 ",N,,,William Lloyd Garrison's Anti-Slavery Newspaper.,,,"Jan 1, 1831 ",01/01/1831,,"Dec 29, 1865",29/12/1865,
817,Massachusetts Gazette (1765),Massachusetts Gazette (1765),"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Nov 7, 1765 - May 15, 1766",1765-11-07,1766-05-15,N,"Nov 7, 1765 - May 15, 1766",N,,Weekly,"The Stamp Act was established Nov.1765, and with the issue of Nov.7, 1765, the publishers changed the title from: The Massachusetts gazette and Boston news-letter (Boston, Mass. : 1763), to: The Massachusetts Gazette, abandoned the volume numbering; assigned to each issue a zero in place of the usual number, and in defiance of the provisions of the Stamp Act omitted the names of the publishers in the imprint. On May 22, 1766, with the repeal of the Stamp Act, the publishers reinstated the original title, The Massachusetts gazette and Boston news-letter (Boston, Mass. : 1766) and resumed the former numbering with no. 3268.",,,"Nov 7, 1765 ",07/11/1765,,"May 15, 1766",15/05/1766,
818,Massachusetts Gazette and Boston News-letter (1763),Massachusetts Gazette and Boston News-letter (1763),"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Apr 7, 1763 - Oct 31, 1765",1763-04-07,1765-10-31,N,"Apr 7, 1763 - Oct 31, 1765",N,,Weekly,"When the Stamp Act took effect, the publisher (Drapers) changed the title of this paper to: Massachusetts Gazette, from Nov.7, 1765-May 15, 1766, and abandoned the volume numbering. With the repeal of the Act, they resumed the former title and numbering.",,,"Apr 7, 1763 ",07/04/1763,,"Oct 31, 1765",31/10/1765,
819,The Massachusetts Gazette and the Boston Weekly News-letter,Massachusetts Gazette and the Boston Weekly News-letter,"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Sept 28, 1769 - Feb 29, 1776",1769-09-28,1776-02-29,N,"Sept 28, 1769 - Feb 29, 1776",N,,Weekly,,,,"Sept 28, 1769 ",28/09/1769,,"Feb 29, 1776",29/02/1776,
820,"Massachusetts Gazette, and the Boston Post-boy and Advertiser","Massachusetts Gazette, and the Boston Post-boy and Advertiser","Early American Newspapers, box 5",,820,N,,,US,MA,Boston,HIL-MICP,"Oct 2, 1769 - Apr 17, 1775",1769-10-02,1775-04-17,N,"Oct 2, 1769 - Apr 17, 1775",N,,Weekly,,,,"Oct 2, 1769 ",02/10/1769,,"Apr 17, 1775",17/04/1775,
821,Massachusetts Spy or American Oracle of Liberty (1776),Massachusetts Spy or American Oracle of Liberty (1776),"Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"June 14, 1776 - Aug 7, 1777",1776-06-14,1777-08-07,N,"June 14, 1776 - Aug 7, 1777",N,,Weekly,,,,"June 14, 1776 ",14/06/1776,,"Aug 7, 1777",07/08/1777,
822,Massachusetts Spy or The American Oracle of Liberty (1775),Massachusetts Spy or The American Oracle of Liberty (1775),"Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"May 3, 1775 - Aug 9, 1775",1775-05-03,1775-08-09,N,"May 3, 1775 - Aug 9, 1775",N,,Weekly,,,,"May 3, 1775 ",03/05/1775,,"Aug 9, 1775",09/08/1775,
823,"Massachusetts Spy, or, Worchester Gazette","Massachusetts Spy, or, Worchester Gazette","Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"Oct 1810 - Feb 20, 1811",1810-10-01,1811-02-20,N,"Oct 1810 - Feb 20, 1811",N,,Weekly,,,,Oct 1810 ,01/10/1810,31/10/1810,"Feb 20, 1811",20/02/1811,
824,"New-England Chronicle, or, the Essex Gazette","New-England Chronicle, or, the Essex Gazette","Early American Newspapers, box 8 ",,824,N,,,US,MA,Cambridge,HIL-MICP,"June 22, 1775 - Apr 4, 1776 ",1775-06-22,1776-04-04,N,"May 2, 1775 - Apr 4, 1776",N,,Weekly,,,,"May 2, 1775 ",02/05/1775,,"Apr 4, 1776",04/04/1776,
825,"Thomas's Massachusetts Spy, or Worchester Gazette (1811)","Thomas's Massachusetts Spy, or Worchester Gazette (1811)","Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"Feb 27, 1811 - Dec 27, 1820",1811-02-27,1820-12-27,N,"Feb 27, 1811 - Mar 16, 1821",N,,Weekly,,,,"Feb 27, 1811 ",27/02/1811,,"Mar 16, 1821",16/03/1821,
826,"Thomas's Massachusetts Spy, or, American Oracle of Liberty (1775)","Thomas's Massachusetts Spy, or, American Oracle of Liberty (1775)","Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"Aug 16, 1775 - May 31, 1776",1775-08-16,1776-05-31,N,"Aug 16, 1775 - May 31, 1776",N,,Weekly,,,,"Aug 16, 1775 ",16/08/1775,,"May 31, 1776",31/05/1776,
827,"Thomas's Massachusetts Spy, or, The Worchester Gazette (1781)","Thomas's Massachusetts Spy, or, The Worchester Gazette (1781)","Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"May 17, 1781 - Mar 30, 1786",1781-05-17,1786-03-30,N,"May 17, 1781 - Mar 30, 1786 ",N,"The Worchester Magasine is published as a substitute while the Thomas's Massachusetts Spy, or, The Worchester Gazette was suspended from Mar. 1788 - Oct. 1810.",Weekly,,,,"May 17, 1781 ",17/05/1781,,"Mar 30, 1786",30/03/1786,
828,Weekly News-letter,Weekly News-letter,"Early American Newspapers, box 4",,819,N,,,US,MA,Boston,HIL-MICP,"Jan 5, 1727 - Oct 29, 1730 ",1727-01-05,1730-10-29,N,"Jan 5, 1727 - Oct 29, 1730 ",N,,Weekly,,,,"Jan 5, 1727 ",05/01/1727,,"Oct 29, 1730",29/10/1730,
829,Weekly Rehearsal,Weekly Rehearsal,"Early American Newspapers, box 13",,829,N,,,US,MA,Boston,HIL-MICP,"Sept 27, 1731 - Aug 11, 1735 ",1731-09-27,1735-08-11,N,"Sept 27, 1731 - Aug 11, 1735 ",N,,Weekly,,,,"Sept 27, 1731 ",27/09/1731,,"Aug 11, 1735",11/08/1735,
830,"Thomas's Massachusetts Spy, or, American Oracle of Liberty (1778)","Thomas's Massachusetts Spy, or, American Oracle of Liberty (1778)","Early American Newspapers, box 12",,825,N,,,US,MA,Boston,HIL-MICP,"June 25, 1778 - May 17, 1781",1778-06-25,1781-05-17,N,"June 25, 1778 - May 17, 1781",N,,Weekly,,,,"June 25, 1778 ",25/06/1778,,"May 17, 1781",17/05/1781,
831,"New Hampshire Gazette, or, the Exeter Morning Chronicle","New Hampshire Gazette, or, the Exeter Morning Chronicle",New Hampshire Gazette,,833,N,,,US,NH,Exeter,HIL-MIC,"June 1, 1776 - Aug 31, 1776 ",1776-06-01,1776-08-31,N,"June 1, 1776 - Aug 31, 1776 ",N,,Weekly,,,,"June 1, 1776 ",01/06/1776,,"Aug 31, 1776",31/08/1776,
832,"New Hampshire State Gazette, or, the Exeter Circulating Morning Chronicle","New Hampshire State Gazette, or, the Exeter Circulating Morning Chronicle",New Hampshire Gazette,,833,N,,,US,NH,Exeter,HIL-MIC,"Sept 7, 1776 - Jan 14, 1777 ",1776-09-07,1777-01-14,N,"Sept 7, 1776 - Jan 14, 1777 ",N,,Weekly,,,,"Sept 7, 1776 ",07/09/1776,,"Jan 14, 1777",14/01/1777,
833,"State Journal, or, the New Hampshire Gazette and Tuesday's Liberty Advertiser","State Journal, or, the New Hampshire Gazette and Tuesday's Liberty Advertiser",New Hampshire Gazette,,833,N,,,US,NH,Exeter,HIL-MIC,"Jan 21, 1777 - July 15, 1777 ",1777-01-21,1777-07-15,N,"Jan 21, 1777 - July 15, 1777 ",N,,Weekly,,,,"Jan 21, 1777 ",21/01/1777,,"July 15, 1777",15/07/1777,
834,"The New-Jersey Gazette (Burlington, New Jersey : 1777)","New-Jersey Gazette (Burlington, New Jersey : 1777)",New-Jersey Gazette,,834,N,,,US,NJ,Burlington,HIL-MIC,"Dec 5, 1777 - Mar 3, 1778",1777-12-05,1778-03-03,N,"Dec 5, 1777 - Mar 3, 1778",N,,Weekly,"Published in Burlington, New Jersey Dec. 5, 1777 - Mar. 3, 1778; in Trenton, New Jersey Mar. 4, 1778 - Nov.27, 1786.",,,"Dec 5, 1777 ",05/12/1777,,"Mar 3, 1778",03/03/1778,
835,Mackenzie's Gazette,Mackenzie's Gazette,Mackenzies Gazette,,835,N,1052-6382,,US,NY,New York,HIL-MIC,"May 12, 1838 - Dec 23, 1840",1838-05-12,1840-12-23,N,"May 12, 1838 - Dec 23, 1840",N,"Variant titles: Mackenzie's gaz, Mackenzie's gazette. Last gazette. Mackenzie's last gazette. Mackenzie's British, Irish, and Canadian gazette. Mackenzie's European and Canadian gazette. ",Weekly,,,,"May 12, 1838 ",12/05/1838,,"Dec 23, 1840",23/12/1840,
836,New York Daily Times,New York Daily Times,New York Times,,838,N,,,US,NY,New York,HIL-MIC,Sept 1851 - 1857,1851-09-01,1857-01-01,N,1851 - 1857,N,,Daily,,,,1851,01/01/1851,31/12/1851,1857,01/01/1857,12/07/1859
837,The New York Spirit of the Times,New York Spirit of the Times,Spirit of the Times,,841,N,,,US,NY,New York,HIL-MIC,"Jan 3, 1835 - Feb 11, 1837",1835-01-03,1837-02-11,N,"Jan 3, 1835 - Feb 11, 1837",N,,Weekly,,,,"Jan 3, 1835 ",03/01/1835,,"Feb 11, 1837",11/02/1837,
838,New York Times,New York Times,New York Times,,838,N,0362-4331,,US,NY,New York,HIL-MIC,"1857 - Dec 31, 2014",1857-01-01,2014-12-31,N,1857 - Current,N,,Daily,"Publication suspended Dec. 12-28, 1958; Dec. 20, 1962-Mar. 1963; Sept. 17-Oct. 10, 1965; and Aug. 10-Nov.5, 1978.|Contains the New York Times Magazine from 1896 - Dec. 31, 2009.",,,1857,01/01/1857,31/12/1857,Present,,
839,"Royal American Gazette (New York, New York)","Royal American Gazette (New York, New York)",Royal American Gazette,,839,N,1068-3224,,US,NY,New York,HIL-MIC,"Jan 16, 1777 - July 22, 1783 ",1777-01-16,1783-07-22,N,"Jan 16, 1777 - 1783 ",N,,Weekly,,,,"Jan 16, 1777 ",16/01/1777,,1783,01/01/1783,12/07/1785
840,"The Royal Gazette (New York, New York)","Royal Gazette (New York, New York)","Early American Newspapers, box 20",,847,N,,,US,NY,New York,HIL-MICP,"Dec 13, 1777 - Nov 19, 1783",1777-12-13,1783-11-19,N,"Dec 13, 1777 - Nov 19, 1783",N,Variant title: Royal Gazette Extraordinary.,"Weekly Dec 13, 1777 - May 9, 1778; Semi-weekly May13, 1778 - Nov 19, 1783",,,,"Dec 13, 1777 ",13/12/1777,,"Nov 19, 1783",19/11/1783,
841,"Spirit of the Times (New York, New York)","Spirit of the Times (New York, New York)",Spirit of the Times,,841,N,,,US,NY,New York,HIL-MIC,"Feb 18, 1837- June 22, 1861",1837-02-18,1861-06-22,N,"Feb 18, 1837- June 22, 1861",N,,Weekly,,,,"Feb 18, 1837",18/02/1837,,"June 22, 1861",22/06/1861,
842,Wall Street Journal,Wall Street Journal,Wall Street Journal ,,842,N,0099-9660,,US,NY,New York,HIL-MIC,"July 1889 - Dec 31, 2014",1889-07-01,2014-12-31,N,1889 - Current ,N,,Daily,"Jan.-Jul. 1892 not filmed.|Current three months available in print , HIL-CURREP, first floor.",,,1889,01/01/1889,31/12/1889,Present,,
843,New York Gazette and Weekly Mercury,New York Gazette and Weekly Mercury,"Early American Newspapers, box 14, 15",,843,N,,,US,NY,New York ,HIL-MICP,"Feb 1, 1768 - Nov 10, 1783",1768-02-01,1783-11-10,N,"Feb 1, 1768 - Nov 10, 1783",N,,Weekly,,,,"Feb 1, 1768 ",01/02/1768,,"Nov 10, 1783",10/11/1783,
844,"New York Journal, or, General Advertiser","New York Journal, or, General Advertiser","New York Journal, or, General Advertiser",,844,N,,,US,NY,New York ,HIL-MIC,"Oct 16, 1766 - Aug 29, 1776 ",1766-10-16,1776-08-29,N,"Oct 16, 1766 - Jan 6, 1782 ",N,,Weekly,,,,"Oct 16, 1766 ",16/10/1766,,"Jan 6, 1782",06/01/1782,
845,New York Mercury,New York Mercury,"Early American Newspapers, box 15",,843,N,,,US,NY,New York ,HIL-MICP,"Aug 31, 1752 - Jan 31, 1767",1752-08-31,1767-01-31,N,"Aug 1752 - Jan 31, 1767",N,,Weekly,,,,Aug 1752 ,01/08/1752,31/08/1752,"Jan 31, 1767",31/01/1767,
846,"The Pennsylvania Packet, and General Advertiser ","Pennsylvania Packet, and General Advertiser ",Pennsylvania Packet,,854,N,,,US,PA,Dunlap,HIL-MIC,"Oct 14, 1783 - Sept 18, 1784",1783-10-14,1784-09-18,N,"Oct 14, 1783 - Sept 18, 1784",N,,Tri-weekly,,,,"Oct 14, 1783 ",14/10/1783,,"Sept 18, 1784",18/09/1784,
847,Rivington's New York Gazette and Universal Advertiser,Rivington's New York Gazette and Universal Advertiser,"Early American Newspapers, box 20",,847,N,,,US,NY,New York ,HIL-MICP,"Nov 22, 1783 - Dec 31, 1783 ",1783-11-22,1783-12-31,N,"Nov 22, 1783 - Dec 31, 1783 ",N,,Semi-weekly,,,,"Nov 22, 1783 ",22/11/1783,,"Dec 31, 1783",31/12/1783,
848,"Rivington's New York Gazette, or, the Connecticut, Hudson's River, New Jersey and Quebec Weekly Advertiser","Rivington's New York Gazette, or, the Connecticut, Hudson's River, New Jersey and Quebec Weekly Advertiser","Early American Newspapers, box 20",,847,N,,,US,NY,New York ,HIL-MICP,"Oct 4, 1777 - Oct 11, 1777",1777-10-04,1777-10-11,N,"Oct 4, 1777 - Oct 11, 1777",N,,Weekly,"Publication ceased between no.136 (Nov.23, 1775) and no. 137 (Oct. 4, 1777)",,,"Oct 4, 1777 ",04/10/1777,,"Oct 11, 1777",11/10/1777,
849,"Rivington's New-York Gazetteer, or, the Connecticut, New Jersey, Hudson's River and Quebec Weekly Advertiser","Rivington's New-York Gazetteer, or, the Connecticut, New Jersey, Hudson's River and Quebec Weekly Advertiser","Early American Newspapers, box 20",,847,N,,,US,NY,New York ,HIL-MICP,"Apr 22, 1773 - Nov 23, 1775",1773-04-22,1775-11-23,N,"Apr 22, 1773 - Nov 23, 1775",N,,Weekly,"Publication ceased between no.136 (Nov.23, 1775) and no. 137 (Oct. 4, 1777)",,,"Apr 22, 1773 ",22/04/1773,,"Nov 23, 1775",23/11/1775,
850,Rivington's New-York Loyal Gazette,Rivington's New-York Loyal Gazette,"Early American Newspapers, box 20",,847,N,,,US,NY,New York ,HIL-MICP,"Oct 18, 1777 - Dec 6, 1777",1777-10-18,1777-12-06,N,"Oct 18, 1777 - Dec 6, 1777",N,,Weekly,,,,"Oct 18, 1777 ",18/10/1777,,"Dec 6, 1777",06/12/1777,
851,Volunteer,Volunteer,Volunteer,,851,N,,,US,NY,Rochester,HIL-MIC,"Apr 17, 1841 - May 10, 1842 ",1841-04-17,1842-05-10,N,"Apr 17, 1841 - May 10, 1842 ",N,Variant title: Rochester Volunteer. ,Weekly,,,,"Apr 17, 1841 ",17/04/1841,,"May 10, 1842",10/05/1842,
853,"Dunlap's Pennsylvania Packet, or, the General Advertiser","Dunlap's Pennsylvania Packet, or, the General Advertiser",Pennsylvania Packet,,854,N,,,US,PA,Dunlap,HIL-MIC,"Oct 25, 1773 - Sept 9, 1777",1773-10-25,1777-09-09,N,"Oct 25, 1773 - Sept 9, 1777",N,,Weekly,,,,"Oct 25, 1773 ",25/10/1773,,"Sept 9, 1777",09/09/1777,
854,"Pennsylvania Packet, and Daily Advertiser","Pennsylvania Packet, and Daily Advertiser",Pennsylvania Packet,,854,N,,,US,PA,Dunlap,HIL-MIC,"Sept 21, 1784 - Dec 31, 1790",1784-09-21,1790-12-31,N,"Sept 21, 1784 - Dec 31, 1790",N,,Daily,,,,"Sept 21, 1784 ",21/09/1784,,"Dec 31, 1790",31/12/1790,
855,"Pennsylvania Packet, and the General Advertiser","Pennsylvania Packet, and the General Advertiser",Pennsylvania Packet,,854,N,,,US,PA,Dunlap,HIL-MIC,"Oct 28, 1771 - Oct 18, 1773",1771-10-28,1773-10-18,N,"Oct 28, 1771 - Oct 18, 1773",N,,Weekly,,,,"Oct 28, 1771 ",28/10/1771,,"Oct 18, 1773",18/10/1773,
856,"Pennsylvania Packet, or, the General Advertiser","Pennsylvania Packet, or, the General Advertiser",Pennsylvania Packet,,854,N,,,US,PA,Dunlap,HIL-MIC,"Nov 29, 1777 - Oct 11, 1783",1777-11-29,1783-10-11,N,"Nov 29, 1777 - Oct 11, 1783",N,,"Weekly Nov 1777 - June 1778; Tri-weekly July 1778 -Apr 1, 1780; Semi-weekly Apr 4,1780 - June 9, 1781; Tri-weekly June12, 1781 - 1783","Published in Lancaster, Pennsylvania Nov 29, 1777 - June 17, 1778 and in Philadelphia, Pennsylvania July 4, 1778-1783 ",,,"Nov 29, 1777 ",29/11/1777,,"Oct 11, 1783",11/10/1783,
857,"Pennsylvania Chronicle, and Universal Advertiser","Pennsylvania Chronicle, and Universal Advertiser","Early American Newspapers, box 17",,857,N,,,US,PA,Philadelphia,HIL-MICP,"Jan 27, 1767 - Feb 8, 1774 ",1767-01-27,1774-02-08,N,"Jan 26, 1767 - Feb 8, 1774 ",N,,Weekly,v.1 no. 1 - v.8 no. 2,,,"Jan 26, 1767 ",26/01/1767,,"Feb 8, 1774",08/02/1774,
858,The Pennsylvania Evening Post,Pennsylvania Evening Post,"Early American Newspapers, box 18",,859,N,,,US,PA,Philadelphia,HIL-MICP,"Jan 24, 1775 - July 30, 1781",1775-01-24,1781-07-30,N,"Jan 24, 1775 - July 30, 1781",N,,,"v.1 no. 1 - v.7, no. 759 ",,,"Jan 24, 1775 ",24/01/1775,,"July 30, 1781",30/07/1781,
859,"Pennsylvania Evening Post, and Daily Advertiser","Pennsylvania Evening Post, and Daily Advertiser","Early American Newspapers, box 18",,859,N,,,US,PA,Philadelphia,HIL-MICP,"May 30, 1783 - Oct 26, 1784",1783-05-30,1784-10-26,N,"May 30, 1783 - Oct 26, 1784",N,,,First Daily newspaper in America. ,,,"May 30, 1783 ",30/05/1783,,"Oct 26, 1784",26/10/1784,
860,"Pennsylvania Evening Post, and Public Advertiser","Pennsylvania Evening Post, and Public Advertiser","Early American Newspapers, box 18",,859,N,,,US,PA,Philadelphia,HIL-MICP,"Aug 3, 1781 - May 19, 1783",1781-08-03,1783-05-19,N,"Aug 3, 1781 - May 19, 1783",N,,Semi-weekly,v.7 no. 760 - v.9 no. 906,,,"Aug 3, 1781 ",03/08/1781,,"May 19, 1783",19/05/1783,
861,"The Pennsylvania Journal, or, Weekly Advertiser","Pennsylvania Journal, or, Weekly Advertiser",Pennsylvania Journal ,,861,N,,,US,PA,Philadelphia,HIL-MIC,"Dec 2, 1742 - Aug 28, 1793",1742-12-02,1793-08-28,N,"Dec 2, 1742 - Sept 18, 1793",N,,"Weekly 1742 - June 13, 1781; Semi-weekly June 20, 1781 - Dec 27, 1788; Weekly Dec 31, 1788 - Sept 2, 1789; Frequency varies Sept 5,1789 - 1793",,,,"Dec 2, 1742 ",02/12/1742,,"Sept 18, 1793",18/09/1793,
